record_id,source_row,street,city,postal_code,country,latitude,longitude,shipment_number,carrier,weight_kg,status,dispatch_date,quality_note
log-000000504,504,Pipelineweg 65, Datenheim ,81176,DE,50.8650258,14.1584695,SHP-500504,SynthExpress,34.11,angekuendigt,24/07/2025,synthetic-normal
log-000000505,505,Qualitätsring 66,Westbogen,89095,DE,47.9899228,13.581926,SHP-500505,Musterfracht,625.92,zugestellt,25/07/2025,synthetic-normal
log-000000506,506,Qualitätsring 67,Datenheim,17014,DE,51.3191744,12.385467,SHP-500506,Musterfracht,582.87,unterwegs,2025-07-26,synthetic-normal
log-000000507,507,Koordinatenplatz 68,Nordhafen,24933,deu,53.6440404,200.0,SHP-500507,Beispielkurier,,unterwegs,27.07.2025,synthetic-error
log-000000508,508,  Vektorallee   69,Vektorstetten,32852,Deutschland,51.5342041,6.1735988,SHP-500508,Musterfracht,372.77,verloren,2025-07-28,synthetic-normal
log-000000509,509,Spaltenweg 70,Westbogen,40771,D,48.7347659,6.4404042,SHP-500509,Beispielkurier,588.97,zugestellt,29.07.2025,synthetic-normal
log-000000510,510,Pipelineweg 136 ,SÜDWINKEL,21245,Deutschland,49.7082746,8.4804784,SHP-500355,Musterfracht,679.14,verloren,25/02/2025,synthetic-normal
log-000000511,511,Pipelineweg 72,Ostfeld,56609,DE,52.9348844,14.0103342,SHP-500511,DemoLogistik,526.87,angekuendigt,31/07/2025,synthetic-normal
log-000000512,512,Prüfsummenstraße 73,Ostfeld,64528,D,49.4167393,12.364143,SHP-500512,Musterfracht,476.01,verloren,01/08/2025,synthetic-normal
log-000000513,513,Spaltenweg 74, Ostfeld ,72447,DE,48.2286445,10.3019407,SHP-500513,DemoLogistik,323.61,unterwegs,2025-08-02,synthetic-normal
log-000000514,514,  Vektorallee   75,Westbogen,80366,deu,not-a-number,11.5337401,SHP-500514,SynthExpress,-4,verloren,2025/08/03,synthetic-error
log-000000515,515,Koordinatenplatz 76,Nordhafen,88285,D,53.9889551,6.8960338,SHP-500515,Beispielkurier,209.41,zugestellt,2025/08/04,synthetic-normal
log-000000516,516,  Vektorallee   77,,16204,D,51.0046574,6.8063143,SHP-500516,Beispielkurier,schwer,verloren,2025/08/05,synthetic-error
log-000000517,517,  Spaltenweg   78,Westbogen,24123,Deutschland,49.7356692,6.0589523,SHP-500517,SynthExpress,313.17,unterwegs,06/08/2025,synthetic-normal
log-000000518,518,  Koordinatenplatz   79,Westbogen,32042,Deutschland,50.430665,6.3193331,SHP-500518,DemoLogistik,21.62,unterwegs,07.08.2025,synthetic-normal
log-000000519,519,Pipelineweg 80,Südwinkel,39961,DE,51.3919678,6.1438741,SHP-500519,Beispielkurier,728.32,verloren,08/08/2025,synthetic-normal
log-000000520,520,  Prüfsummenstraße   41,Westbogen,68940,D,54.2704305,5.9137469,SHP-500260,Beispielkurier,53.7,angekuendigt,2025/09/18,synthetic-normal
log-000000521,521,  Pipelineweg   82,Vektorstetten,55799,deu,49.8533527,10.4254704,SHP-500521,Musterfracht,312.3,unterwegs,10/08/2025,synthetic-normal
log-000000522,522,Pipelineweg 83, Nordhafen ,63718,Deutschland,54.8713305,9.4986516,SHP-500522,DemoLogistik,397.61,angekuendigt,2025-08-11,synthetic-normal
log-000000523,523,  Spaltenweg   84,Nordhafen,71637,Deutschland,51.1352605,8.559163,SHP-500523,Musterfracht,453.19,unterwegs,2025/08/12,synthetic-normal
log-000000524,524,Vektorallee 85,Datenheim,79556,deu,51.684009,7.7591658,SHP-500524,Beispielkurier,362.64,zugestellt,2025/08/13,synthetic-normal
log-000000525,525,Qualitätsring 86,Südwinkel,87475,deu,52.9728947,12.8428768,SHP-500525,Beispielkurier,48,verloren,14/08/2025,synthetic-normal
log-000000526,526,Prüfsummenstr. 87,Vektorstetten,15394,deu,49.2489944,11.3313369,SHP-500526,Beispielkurier,507.18,unterwegs,2025-08-15,synthetic-normal
log-000000527,527,  Spaltenweg   88,Ostfeld,999999,D,52.2166076,6.1404344,SHP-500527,DemoLogistik,schwer,zugestellt,16.08.2025,synthetic-error
log-000000528,528,  Datenstraße   89,Nordhafen,31232,DE,49.6856763,8.5414084,SHP-500528,SynthExpress,440.61,verloren,17/08/2025,synthetic-normal
log-000000529,529,Vektorallee 90,Vektorstetten,39151,DE,51.2668774,13.4266306,SHP-500529,Musterfracht,317.58,verloren,2025-08-18,synthetic-normal
log-000000530,530,  Koordinatenplatz   91,Vektorstetten,47070,deu,54.4098007,7.8056771,SHP-500530,SynthExpress,645.37,unterwegs,19.08.2025,synthetic-normal
log-000000531,531,  Datenstraße   92, Vektorstetten ,54989,DE,49.7053236,9.6987881,SHP-500531,DemoLogistik,203.52,zugestellt,20.08.2025,synthetic-normal
log-000000532,532,Datenstraße 93,Vektorstetten,62908,DE,52.5491867,13.0569849,SHP-500532,DemoLogistik,657.11,zugestellt,2025/08/21,synthetic-normal
log-000000533,533,Pipelineweg 94,Ostfeld,70827,DE,54.2143972,9.4153752,SHP-500533,Musterfracht,290.35,zugestellt,2025-08-22,synthetic-normal
log-000000534,534,  Vektorallee   95,Vektorstetten,78746,D,53.2988122,8.321136,SHP-500534,SynthExpress,238.01,verloren,2025/08/23,synthetic-normal
log-000000535,535,Prüfsummenstraße 96,Vektorstetten,86665,Deutschland,51.1481423,9.0370784,SHP-500535,Musterfracht,266.24,verloren,2025-08-24,synthetic-normal
log-000000536,536,Spaltenweg 97,Südwinkel,14584,Deutschland,49.6842857,6.5565349,SHP-500536,DemoLogistik,147.07,unterwegs,25.08.2025,synthetic-normal
log-000000537,537,  Koordinatenplatz   98,Vektorstetten,22503,deu,49.2811671,12.1246952,SHP-500537,Musterfracht,634.13,zugestellt,26.08.2025,synthetic-normal
log-000000538,538,Prüfsummenstrasse 99,Nordhafen,30422,deu,54.1920203,14.7619737,SHP-500538,DemoLogistik,314.86,zugestellt,27.08.2025,synthetic-normal
log-000000539,539,Pipelineweg 136 ,SÜDWINKEL,21245,Deutschland,49.7082746,8.4804784,SHP-500355,Musterfracht,679.14,verloren,25/02/2025,synthetic-normal
log-000000540,540,  Datenstraße   101, Ostfeld ,46260,D,48.2006939,-220.0,SHP-500540,DemoLogistik,-4,zugestellt,29/08/2025,synthetic-error
log-000000541,541,Schemaweg 102,Ostfeld,54179,deu,47.5186757,14.7803791,SHP-500541,DemoLogistik,480.11,verloren,30.08.2025,synthetic-normal
log-000000542,542,  Datenstraße   103,Westbogen,62098,D,52.5200786,12.3626907,SHP-500542,Beispielkurier,366.59,zugestellt,2025-08-31,synthetic-normal
log-000000543,543,Spaltenweg 104,Vektorstetten,70017,DE,10.4417864,47.3407435,SHP-500543,Beispielkurier,100000,zugestellt,2025/09/01,synthetic-error
log-000000544,544,Vektorallee 105,Ostfeld,77936,Deutschland,53.9720153,7.0136597,SHP-500544,Musterfracht,33,verloren,02.09.2025,synthetic-normal
log-000000545,545,Spaltenweg 106,Ostfeld,85855,Deutschland,54.1612243,8.2215908,SHP-500545,Musterfracht,782.82,zugestellt,2025/09/03,synthetic-normal
log-000000546,546,  Vektorallee   107,Südwinkel,13774,DE,49.0469401,6.1299327,SHP-500546,Musterfracht,795.65,unterwegs,2025/09/04,synthetic-normal
log-000000547,547,  Datenstraße   108,Vektorstetten,21693,D,50.7789738,6.8349161,SHP-500547,DemoLogistik,741.77,angekuendigt,05/09/2025,synthetic-normal
log-000000548,548,Vektorallee 109,Vektorstetten,29612,deu,51.7349602,14.7389717,SHP-500548,DemoLogistik,144.61,verloren,2025-09-06,synthetic-normal
log-000000549,549,Koordinatenplatz 110, Vektorstetten ,37531,DE,50.2956905,11.2311142,SHP-500549,SynthExpress,75.53,zugestellt,07.09.2025,synthetic-normal
log-000000550,550,Schemaweg 66,Westbogen,26915,Deutschland,6.718242,50.8285079,SHP-500285,DemoLogistik,-4,angekuendigt,13/10/2025,synthetic-error
log-000000551,551,Datenstr. 112,Vektorstetten,53369,D,49.7693576,12.530216,SHP-500551,DemoLogistik,764.17,unterwegs,2025-09-09,synthetic-normal
log-000000552,552,  Pipelineweg   113,Westbogen,61288,deu,49.124609,12.8920729,SHP-500552,Beispielkurier,638.54,angekuendigt,2025-09-10,synthetic-normal
log-000000553,553,Schemaweg 114,Ostfeld,69207,D,52.8927586,14.2796382,SHP-500553,DemoLogistik,623.62,zugestellt,2025-09-11,synthetic-normal
log-000000554,554,  Prüfsummenstraße   115,Datenheim,77126,D,47.9856899,9.6873344,SHP-500554,Musterfracht,391.75,unterwegs,2025/09/12,synthetic-normal
log-000000555,555,Qualitätsring 116,Datenheim,85045,DE,not-a-number,9.8236708,SHP-500555,Beispielkurier,,zugestellt,13.09.2025,synthetic-error
log-000000556,556,Datenstraße 117,Datenheim,12964,DE,51.180952,9.5997785,SHP-500556,Beispielkurier,236.46,zugestellt,14/09/2025,synthetic-normal
log-000000557,557,Spaltenweg 118,Ostfeld,20883,DE,47.9330083,,SHP-500557,Musterfracht,-4,zugestellt,2025/09/15,synthetic-error
log-000000558,558,Vektorallee 119, Vektorstetten ,28802,Deutschland,53.92428,6.7782421,SHP-500558,SynthExpress,734.5,angekuendigt,2025/09/16,synthetic-normal
log-000000559,559,  Prüfsummenstraße   120,Datenheim,36721,Deutschland,52.5490334,14.6609028,SHP-500559,Beispielkurier,381.75,zugestellt,2025-09-17,synthetic-normal
log-000000560,560,Qualitätsring 121,Vektorstetten,44640,deu,52.2380227,200.0,SHP-500560,DemoLogistik,-4,angekuendigt,18/09/2025,synthetic-error
log-000000561,561,  Spaltenweg   122,Ostfeld,12,deu,48.830172,11.0387602,SHP-500561,Beispielkurier,100000,angekuendigt,19/09/2025,synthetic-error
log-000000562,562,Spaltenweg 123,Ostfeld,60478,D,51.2015035,12.4664505,SHP-500562,Beispielkurier,783.59,unterwegs,2025-09-20,synthetic-normal
log-000000563,563,Pipelineweg 124,Ostfeld,68397,D,48.1887496,11.5288095,SHP-500563,Musterfracht,252.75,verloren,2025/09/21,synthetic-normal
log-000000564,564,Prüfsummenstr. 89,Datenheim,66872,D,48.0537563,12.2563707,SHP-500088,DemoLogistik,569.75,verloren,2025/03/30,synthetic-normal
log-000000565,565,  Koordinatenplatz   126,Westbogen,84235,D,54.5945056,13.4643429,SHP-500565,Musterfracht,406.16,verloren,23.09.2025,synthetic-normal
log-000000566,566,Spaltenweg 127,Südwinkel,12154,D,48.0668683,9.6270561,SHP-500566,Beispielkurier,599.43,zugestellt,24.09.2025,synthetic-normal
log-000000567,567,Koordinatenplatz 128,,20073,DE,53.4317981,8.9071597,SHP-500567,SynthExpress,schwer,unterwegs,2025-09-25,synthetic-error
log-000000568,568,Koordinatenplatz 129,Datenheim,27992,Deutschland,54.1120145,13.651355,SHP-500568,SynthExpress,272.33,angekuendigt,2025/09/26,synthetic-normal
log-000000569,569,Pipelineweg 130,Nordhafen,35911,DE,48.5695519,6.886146,SHP-500569,DemoLogistik,604.64,zugestellt,27.09.2025,synthetic-normal
log-000000570,570,Spaltenweg 131,Westbogen,43830,Deutschland,53.5256219,6.9314479,SHP-500570,DemoLogistik,609.6,verloren,2025/09/28,synthetic-normal
log-000000571,571,Koordinatenplatz 132,,51749,Deutschland,50.1305163,12.744576,SHP-500571,Musterfracht,,unterwegs,29.09.2025,synthetic-error
log-000000572,572,  Prüfsummenstraße   133,Datenheim,59668,Deutschland,54.4724259,9.8717239,SHP-500572,SynthExpress,641.43,angekuendigt,2025-09-30,synthetic-normal
log-000000573,573,Prüfsummenstraße 134,Nordhafen,67587,deu,54.1590846,6.3318504,SHP-500573,Musterfracht,617.92,verloren,2025/10/01,synthetic-normal
log-000000574,574,Koordinatenplatz 135,Westbogen,75506,deu,52.6222425,9.9049393,SHP-500574,DemoLogistik,698.85,verloren,02/10/2025,synthetic-normal
log-000000575,575,Qualitätsring 136,Datenheim,83425,Deutschland,50.2639509,12.413701,SHP-500575,DemoLogistik,323.66,zugestellt,03.10.2025,synthetic-normal
log-000000576,576,Vektorallee 137, Datenheim ,11344,Deutschland,49.1341823,12.9222516,SHP-500576,Beispielkurier,417.12,angekuendigt,2025-10-04,synthetic-normal
log-000000577,577,Pipelineweg 138,Nordhafen,19263,D,49.5645045,12.5791,SHP-500577,Beispielkurier,406.05,zugestellt,05.10.2025,synthetic-normal
log-000000578,578,Qualitätsring 139,Vektorstetten,27182,deu,52.7290674,10.5809332,SHP-500578,DemoLogistik,452.52,angekuendigt,06/10/2025,synthetic-normal
log-000000579,579,Spaltenweg 140,Ostfeld,35101,D,47.9227984,6.3721818,SHP-500579,DemoLogistik,622.86,verloren,07.10.2025,synthetic-normal
log-000000580,580,Prüfsummenstr. 141,Vektorstetten,43020,D,54.8734895,12.1389643,SHP-500580,Beispielkurier,421.05,verloren,08.10.2025,synthetic-normal
log-000000581,581,Vektorallee 142,Ostfeld,50939,D,47.5478162,7.2429252,SHP-500581,Musterfracht,568.95,angekuendigt,2025/10/09,synthetic-normal
log-000000582,582,Vektorallee 143,Westbogen,58858,Deutschland,49.5342578,6.0573956,SHP-500582,DemoLogistik,231.74,unterwegs,2025/10/10,synthetic-normal
log-000000583,583,  Datenstrasse   101 , OSTFELD ,46260,D,48.2006939,-220.0,SHP-500540,DemoLogistik,-4,zugestellt,29/08/2025,synthetic-error
log-000000584,584,Datenstraße 145,Nordhafen,74696,DE,50.4735712,11.0721436,SHP-500584,Beispielkurier,591.75,zugestellt,2025/10/12,synthetic-normal
log-000000585,585,  Vektorallee   146, Vektorstetten ,82615,D,48.4322677,12.4963502,SHP-500585,SynthExpress,484.61,verloren,2025/10/13,synthetic-normal
log-000000586,586,Spaltenweg 147,Südwinkel,10534,DE,51.6471604,13.1246608,SHP-500586,Musterfracht,432.84,angekuendigt,2025-10-14,synthetic-normal
log-000000587,587,Datenstrasse 148,Datenheim,18453,DE,48.2141521,14.4128727,SHP-500587,DemoLogistik,461.53,angekuendigt,15/10/2025,synthetic-normal
log-000000588,588,Spaltenweg 149,Datenheim,26372,Deutschland,50.3536638,6.2138495,SHP-500588,SynthExpress,564.52,zugestellt,2025/10/16,synthetic-normal
log-000000589,589,Schemaweg 150,Nordhafen,34291,deu,49.4686731,,SHP-500589,SynthExpress,,unterwegs,17/10/2025,synthetic-error
log-000000590,590,Datenstraße 151,Nordhafen,42210,Deutschland,48.3827002,14.0157014,SHP-500590,Musterfracht,260.3,verloren,2025-10-18,synthetic-normal
log-000000591,591,Vektorallee 214,Westbogen,16747,deu,50.5621551,6.6390325,SHP-500213,SynthExpress,66.03,angekuendigt,02.08.2025,synthetic-normal
log-000000592,592,Prüfsummenstraße 153,Westbogen,58048,D,51.5037202,6.4022155,SHP-500592,SynthExpress,601.94,verloren,20.10.2025,synthetic-normal
log-000000593,593,Qualitätsring 154,,65967,D,47.9377035,11.6493507,SHP-500593,DemoLogistik,-4,unterwegs,21/10/2025,synthetic-error
log-000000594,594,  Prüfsummenstraße   155, Ostfeld ,73886,Deutschland,52.2632473,7.3399114,SHP-500594,SynthExpress,430.07,verloren,22/10/2025,synthetic-normal
log-000000595,595,Koordinatenplatz 156,Datenheim,81805,Deutschland,47.645684,12.6004831,SHP-500595,SynthExpress,304.18,zugestellt,2025-10-23,synthetic-normal
log-000000596,596,  Schemaweg   157,Datenheim,89724,Deutschland,54.0178803,14.4977579,SHP-500596,Musterfracht,111.81,verloren,24/10/2025,synthetic-normal
log-000000597,597,Spaltenweg 158,Vektorstetten,17643,deu,52.212969,5.8188371,SHP-500597,Beispielkurier,273.37,angekuendigt,2025-10-25,synthetic-normal
log-000000598,598,  Spaltenweg   159,Vektorstetten,25562,DE,51.3937349,14.0116642,SHP-500598,Beispielkurier,716.23,angekuendigt,26/10/2025,synthetic-normal
log-000000599,599,Prüfsummenstrasse 160,Vektorstetten,33481,DE,48.2482054,9.2084219,SHP-500599,DemoLogistik,481.09,verloren,2025-10-27,synthetic-normal
log-000000600,600,Qualitätsring 161,Vektorstetten,41400,Deutschland,7.8345587,53.4439502,SHP-500600,Beispielkurier,schwer,zugestellt,2025-01-01,synthetic-error
log-000000601,601,Datenstrasse 162,Vektorstetten,49319,D,48.1431936,8.3515975,SHP-500601,Beispielkurier,484.86,unterwegs,02.01.2025,synthetic-normal
log-000000602,602,Vektorallee 163,Vektorstetten,57238,DE,48.2684749,14.3887833,SHP-500602,DemoLogistik,545.94,zugestellt,03.01.2025,synthetic-normal
log-000000603,603,Spaltenweg 164,,65157,DE,53.7893346,8.7715932,SHP-500603,Beispielkurier,schwer,zugestellt,2025-01-04,synthetic-error
log-000000604,604,Qualitätsring 165,Ostfeld,73076,D,49.7034389,9.4051017,SHP-500604,Musterfracht,607.24,angekuendigt,2025-01-05,synthetic-normal
log-000000605,605,Pipelineweg 166,Westbogen,80995,Deutschland,47.7776153,11.5527112,SHP-500605,SynthExpress,551.67,verloren,2025/01/06,synthetic-normal
log-000000606,606,Koordinatenplatz 167,Ostfeld,88914,deu,54.5869002,13.4591611,SHP-500606,Musterfracht,501.08,unterwegs,2025-01-07,synthetic-normal
log-000000607,607,Spaltenweg 168,Nordhafen,16833,DE,50.168203,13.9887704,SHP-500607,SynthExpress,611.3,unterwegs,2025-01-08,synthetic-normal
log-000000608,608,Prüfsummenstraße 169,Nordhafen,24752,DE,49.5413675,9.3093905,SHP-500608,SynthExpress,241.25,verloren,09.01.2025,synthetic-normal
log-000000609,609,  Spaltenweg   170,Ostfeld,32671,DE,49.8810852,14.4257806,SHP-500609,SynthExpress,499.24,verloren,10/01/2025,synthetic-normal
log-000000610,610,Qualitätsring 171,Westbogen,40590,Deutschland,120,12.4665319,SHP-500610,Beispielkurier,-4,unterwegs,11.01.2025,synthetic-error
log-000000611,611,Schemaweg 51, Vektorstetten ,68130,D,51.7421024,5.8675977,SHP-500270,Musterfracht,279.03,zugestellt,28/09/2025,synthetic-normal
log-000000612,612,Vektorallee 173, Datenheim ,56428,Deutschland,49.512086,14.7264937,SHP-500612,DemoLogistik,286.26,angekuendigt,13.01.2025,synthetic-normal
log-000000613,613,Prüfsummenstr. 174,Südwinkel,64347,deu,53.2680049,8.9422777,SHP-500613,Beispielkurier,686.98,verloren,14/01/2025,synthetic-normal
log-000000614,614,  Schemaweg   175,Nordhafen,72266,D,53.9584016,14.1769958,SHP-500614,Beispielkurier,268.59,unterwegs,2025-01-15,synthetic-normal
log-000000615,615,Qualitätsring 176,Westbogen,80185,D,48.8604043,7.4950495,SHP-500615,SynthExpress,373.28,zugestellt,2025-01-16,synthetic-normal
log-000000616,616,Schemaweg 132,Datenheim,87389,DE,51.1195559,7.3514503,SHP-500131,DemoLogistik,508.08,unterwegs,12/05/2025,synthetic-normal
log-000000617,617,Koordinatenplatz 178,Südwinkel,16023,deu,49.4591667,7.8142944,SHP-500617,Musterfracht,505.1,unterwegs,18/01/2025,synthetic-normal
log-000000618,618,Vektorallee 179,Nordhafen,23942,deu,50.179813,13.0442095,SHP-500618,SynthExpress,156.87,zugestellt,19.01.2025,synthetic-normal
log-000000619,619,  Vektorallee   180,Nordhafen,31861,DE,48.3976851,14.3022303,SHP-500619,DemoLogistik,647.61,unterwegs,2025/01/20,synthetic-normal
log-000000620,620,Qualitätsring 181,Datenheim,39780,deu,53.7937093,8.5064813,SHP-500620,DemoLogistik,343.69,zugestellt,21.01.2025,synthetic-normal
log-000000621,621,  Datenstrasse   89 ,NORDHAFEN,31232,DE,49.6856763,8.5414084,SHP-500528,SynthExpress,440.61,verloren,17/08/2025,synthetic-normal
log-000000622,622,Spaltenweg 183,Ostfeld,55618,DE,48.5724949,9.3706658,SHP-500622,Musterfracht,467.31,verloren,2025/01/23,synthetic-normal
log-000000623,623,  Spaltenweg   184,Datenheim,63537,D,52.1496026,13.0737452,SHP-500623,SynthExpress,420.43,unterwegs,24.01.2025,synthetic-normal
log-000000624,624,Qualitätsring 185,Ostfeld,71456,deu,54.4097917,9.2417877,SHP-500624,SynthExpress,187.58,unterwegs,2025-01-25,synthetic-normal
log-000000625,625,  Datenstraße   186,Westbogen,79375,D,50.7287491,9.7790521,SHP-500625,Musterfracht,184.22,verloren,26/01/2025,synthetic-normal
log-000000626,626,Pipelineweg 187,Westbogen,87294,DE,14.3247745,53.272637,SHP-500626,SynthExpress,schwer,angekuendigt,2025-01-27,synthetic-error
log-000000627,627,Koordinatenplatz 10 ,OSTFELD,ABCDE,Deutschland,48.0900125,10.6742933,SHP-500229,DemoLogistik,-4,verloren,2025/08/18,synthetic-error
log-000000628,628,Schemaweg 189,Südwinkel,23132,Deutschland,47.3648575,8.5551622,SHP-500628,Musterfracht,596.19,verloren,2025/01/29,synthetic-normal
log-000000629,629,  Vektorallee   190,Vektorstetten,31051,deu,50.9057307,10.5455932,SHP-500629,Beispielkurier,9.61,verloren,30/01/2025,synthetic-normal
log-000000630,630,Prüfsummenstrasse 191, Datenheim ,38970,DE,50.1477213,11.1130777,SHP-500630,DemoLogistik,150.36,zugestellt,2025-01-31,synthetic-normal
log-000000631,631,  Qualitätsring   192,Ostfeld,46889,Deutschland,49.7782043,6.0138065,SHP-500631,SynthExpress,283.79,unterwegs,01.02.2025,synthetic-normal
log-000000632,632,  Prüfsummenstraße   193,Ostfeld,54808,DE,51.3621284,7.5327158,SHP-500632,SynthExpress,454.6,zugestellt,2025/02/02,synthetic-normal
log-000000633,633,Vektorallee 194,Datenheim,62727,D,47.5039726,7.6307884,SHP-500633,Beispielkurier,137.22,zugestellt,03.02.2025,synthetic-normal
log-000000634,634,Datenstr. 195,Südwinkel,70646,Deutschland,53.8337758,9.5799234,SHP-500634,DemoLogistik,56.08,angekuendigt,04.02.2025,synthetic-normal
log-000000635,635,Qualitätsring 196,Westbogen,78565,D,53.5160104,11.9160923,SHP-500635,DemoLogistik,55.1,zugestellt,05.02.2025,synthetic-normal
log-000000636,636,Datenstrasse 197,Ostfeld,86484,deu,51.2965094,14.1747834,SHP-500636,Beispielkurier,220.43,verloren,2025/02/06,synthetic-normal
log-000000637,637,Spaltenweg 198,Vektorstetten,14403,Deutschland,50.2722868,13.3755524,SHP-500637,DemoLogistik,230.4,verloren,07.02.2025,synthetic-normal
log-000000638,638,Prüfsummenstrasse 199,Nordhafen,22322,D,52.6097002,6.2017131,SHP-500638,DemoLogistik,345.72,zugestellt,08/02/2025,synthetic-normal
log-000000639,639,  Spaltenweg   200, Datenheim ,30241,DE,54.8644045,200.0,SHP-500639,SynthExpress,100000,zugestellt,2025/02/09,synthetic-error
log-000000640,640,  Pipelineweg   201,Vektorstetten,38160,D,53.8038759,9.4494038,SHP-500640,SynthExpress,369.79,zugestellt,2025-02-10,synthetic-normal
log-000000641,641,  Spaltenweg   202,Nordhafen,46079,deu,52.7232197,9.8270576,SHP-500641,Beispielkurier,536.27,zugestellt,11.02.2025,synthetic-normal
log-000000642,642,  Pipelineweg   203,Vektorstetten,ABCDE,DE,52.4481119,7.2121676,SHP-500642,Musterfracht,schwer,unterwegs,12.02.2025,synthetic-error
log-000000643,643,Prüfsummenstr. 204,Datenheim,61917,DE,-100,9.2720389,SHP-500643,DemoLogistik,-4,unterwegs,13/02/2025,synthetic-error
log-000000644,644,Koordinatenplatz 205,Nordhafen,69836,deu,54.5864639,6.6887495,SHP-500644,DemoLogistik,791.43,unterwegs,2025-02-14,synthetic-normal
log-000000645,645,  Qualitätsring   206,Nordhafen,77755,deu,9.0805022,48.9247279,SHP-500645,DemoLogistik,100000,angekuendigt,2025/02/15,synthetic-error
log-000000646,646,Schemaweg 35 ,NORDHAFEN,21426,DE,50.2860568,10.8568962,SHP-500254,Beispielkurier,740.47,unterwegs,2025-09-12,synthetic-normal
log-000000647,647,Prüfsummenstr. 89 ,DATENHEIM,66872,D,48.0537563,12.2563707,SHP-500088,DemoLogistik,569.75,verloren,2025/03/30,synthetic-normal
log-000000648,648,  Schemaweg   209, Nordhafen ,21512,deu,6.67165,49.2147452,SHP-500648,Musterfracht,,verloren,18.02.2025,synthetic-error
log-000000649,649,Spaltenweg 210,Datenheim,29431,D,50.2060226,11.693446,SHP-500649,DemoLogistik,550.13,angekuendigt,19.02.2025,synthetic-normal
log-000000650,650,Prüfsummenstrasse 99,Nordhafen,30422,deu,54.1920203,14.7619737,SHP-500538,DemoLogistik,314.86,zugestellt,27.08.2025,synthetic-normal
log-000000651,651,Pipelineweg 212,Ostfeld,45269,Deutschland,48.8352896,9.2568811,SHP-500651,SynthExpress,605.82,unterwegs,2025/02/21,synthetic-normal
log-000000652,652,  Datenstraße   213,Westbogen,53188,DE,49.0404762,12.5424328,SHP-500652,Musterfracht,222.57,unterwegs,22.02.2025,synthetic-normal
log-000000653,653,Qualitätsring 214,Ostfeld,61107,Deutschland,48.6949456,11.5939991,SHP-500653,SynthExpress,532.04,verloren,2025-02-23,synthetic-normal
log-000000654,654,Vektorallee 215,Datenheim,69026,deu,-100,6.5191135,SHP-500654,Beispielkurier,100000,zugestellt,24.02.2025,synthetic-error
log-000000655,655,Spaltenweg 216,Ostfeld,76945,DE,54.5277003,9.1081538,SHP-500655,Beispielkurier,242.55,unterwegs,2025/02/25,synthetic-normal
log-000000656,656,  Vektorallee   217,Ostfeld,84864,D,53.7907208,12.7814966,SHP-500656,Musterfracht,587.97,unterwegs,26.02.2025,synthetic-normal
log-000000657,657,  Prüfsummenstraße   218, Südwinkel ,12783,D,48.7874397,14.2284138,SHP-500657,SynthExpress,362.94,angekuendigt,27/02/2025,synthetic-normal
log-000000658,658,  Koordinatenplatz   219,Vektorstetten,20702,DE,50.4067856,6.1572075,SHP-500658,SynthExpress,752.23,verloren,28.02.2025,synthetic-normal
log-000000659,659,  Koordinatenplatz   220,Westbogen,28621,DE,52.2468881,14.3239726,SHP-500659,DemoLogistik,204.28,unterwegs,2025/03/01,synthetic-normal
log-000000660,660,Vektorallee 137 , DATENHEIM ,11344,Deutschland,49.1341823,12.9222516,SHP-500576,Beispielkurier,417.12,angekuendigt,2025-10-04,synthetic-normal
log-000000661,661,  Schemaweg   2,Südwinkel,,Deutschland,49.1803525,11.1207445,SHP-500661,DemoLogistik,100000,angekuendigt,2025-03-03,synthetic-error
log-000000662,662,  Qualitätsring   3,Ostfeld,52378,Deutschland,52.5579597,10.4059508,SHP-500662,Beispielkurier,720.81,zugestellt,2025/03/04,synthetic-normal
log-000000663,663,Pipelineweg 4,Westbogen,60297,deu,54.3681282,9.461326,SHP-500663,Musterfracht,695.55,angekuendigt,05.03.2025,synthetic-normal
log-000000664,664,Prüfsummenstr. 5,,68216,deu,50.1473506,12.2772342,SHP-500664,DemoLogistik,,verloren,06.03.2025,synthetic-error
log-000000665,665,Vektorallee 6,Südwinkel,76135,deu,49.2710746,14.1009143,SHP-500665,Beispielkurier,651.51,verloren,2025-03-07,synthetic-normal
log-000000666,666,Prüfsummenstraße 7, Westbogen ,84054,DE,51.7509126,10.1966535,SHP-500666,SynthExpress,234.57,angekuendigt,2025-03-08,synthetic-normal
log-000000667,667,Datenstraße 8,Nordhafen,11973,D,51.882685,14.879451,SHP-500667,Musterfracht,532.29,verloren,2025/03/09,synthetic-normal
log-000000668,668,Koordinatenplatz 9,Westbogen,19892,D,50.1761113,6.3266222,SHP-500668,Musterfracht,269.31,zugestellt,2025-03-10,synthetic-normal
log-000000669,669,  Schemaweg   175,Nordhafen,72266,D,53.9584016,14.1769958,SHP-500614,Beispielkurier,268.59,unterwegs,2025-01-15,synthetic-normal
log-000000670,670,Pipelineweg 11,Südwinkel,35730,Deutschland,50.7345774,12.112901,SHP-500670,Beispielkurier,111.18,verloren,12.03.2025,synthetic-normal
log-000000671,671,Pipelineweg 58,Nordhafen,25743,Deutschland,51.7160999,11.0032862,SHP-500497,Musterfracht,195.88,verloren,2025-07-17,synthetic-normal
log-000000672,672,  Koordinatenplatz   13,Ostfeld,,D,52.9179552,13.1044355,SHP-500672,Musterfracht,-4,verloren,2025/03/14,synthetic-error
